States,Regions,Dates,Usage,,,,
Tamil Nadu,South,25-12-2019 0.00,287.5,,,,
Tamil Nadu,South,26-12-2019 0.00,283.2,,,,
Tamil Nadu,South,27-12-2019 0.00,256.1,,,,
Tamil Nadu,South,28-12-2019 0.00,223.8,,,,
Tamil Nadu,South,29-12-2019 0.00,318.2,,,,
Tamil Nadu,South,30-12-2019 0.00,329.9,,,,
Tamil Nadu,South,31-12-2019 0.00,313.2,,,,
Tamil Nadu,South,01-01-2020 0.00,289.2,,,,
Tamil Nadu,South,02-01-2020 0.00,291.4,,,,
Tamil Nadu,South,03-01-2020 0.00,288.8,,,,
Tamil Nadu,South,04-01-2020 0.00,262.3,,,,
Tamil Nadu,South,05-01-2020 0.00,328.5,,,,
Tamil Nadu,South,13-01-2020 0.00,326.4,,,,
Tamil Nadu,South,14-01-2020 0.00,333.6,,,,
Tamil Nadu,South,15-01-2020 0.00,340.6,,,,
Tamil Nadu,South,16-01-2020 0.00,341.5,,,,
Tamil Nadu,South,17-01-2020 0.00,339.2,,,,
Tamil Nadu,South,18-01-2020 0.00,311.7,,,,
Tamil Nadu,South,19-01-2020 0.00,336.8,,,,
Tamil Nadu,South,20-01-2020 0.00,338.4,,,,
Tamil Nadu,South,21-01-2020 0.00,327.8,,,,
Tamil Nadu,South,22-01-2020 0.00,327.2,,,,
Tamil Nadu,South,23-01-2020 0.00,334.7,,,,
Tamil Nadu,South,24-01-2020 0.00,322.9,,,,
Tamil Nadu,South,25-01-2020 0.00,294.6,,,,
Tamil Nadu,South,26-01-2020 0.00,349.6,,,,
Tamil Nadu,South,27-01-2020 0.00,359.6,,,,
Tamil Nadu,South,28-01-2020 0.00,362.8,,,,
Tamil Nadu,South,29-01-2020 0.00,362.1,,,,
Tamil Nadu,South,30-01-2020 0.00,365.4,,,,
Tamil Nadu,South,31-01-2020 0.00,361.5,,,,
Tamil Nadu,South,01-02-2020 0.00,332.8,,,,
Tamil Nadu,South,02-02-2020 0.00,268.8,,,,
Tamil Nadu,South,03-02-2020 0.00,288.2,,,,
Tamil Nadu,South,04-02-2020 0.00,312.9,,,,
Tamil Nadu,South,05-02-2020 0.00,318.7,,,,
Tamil Nadu,South,13-02-2020 0.00,323.6,,,,
Tamil Nadu,South,14-02-2020 0.00,320.9,,,,
Tamil Nadu,South,15-02-2020 0.00,284.9,,,,
Tamil Nadu,South,16-02-2020 0.00,285,,,,
Tamil Nadu,South,17-02-2020 0.00,296.5,,,,
Tamil Nadu,South,18-02-2020 0.00,296.1,,,,
Tamil Nadu,South,19-02-2020 0.00,293.2,,,,
Tamil Nadu,South,20-02-2020 0.00,295.2,,,,
Tamil Nadu,South,21-02-2020 0.00,290.2,,,,
Tamil Nadu,South,22-02-2020 0.00,275.1,,,,
Tamil Nadu,South,23-02-2020 0.00,349.6,,,,
Tamil Nadu,South,24-02-2020 0.00,343.7,,,,
Tamil Nadu,South,25-02-2020 0.00,330.9,,,,
Tamil Nadu,South,26-02-2020 0.00,332.9,,,,
Tamil Nadu,South,27-02-2020 0.00,342.2,,,,
Tamil Nadu,South,28-02-2020 0.00,352.7,,,,
Tamil Nadu,South,29-02-2020 0.00,326.3,,,,
Tamil Nadu,South,01-03-2020 0.00,290.7,,,,
Tamil Nadu,South,02-03-2020 0.00,291.7,,,,
Tamil Nadu,South,03-03-2020 0.00,298.3,,,,
Tamil Nadu,South,04-03-2020 0.00,298.3,,,,
Tamil Nadu,South,05-03-2020 0.00,298.5,,,,
Tamil Nadu,South,13-03-2020 0.00,298.1,,,,
Tamil Nadu,South,14-03-2020 0.00,279.3,,,,
Tamil Nadu,South,15-03-2020 0.00,347.2,,,,
Tamil Nadu,South,16-03-2020 0.00,336.3,,,,
Tamil Nadu,South,17-03-2020 0.00,317.2,,,,
Tamil Nadu,South,18-03-2020 0.00,336.8,,,,
Tamil Nadu,South,19-03-2020 0.00,338.4,,,,
Tamil Nadu,South,20-03-2020 0.00,327.8,,,,
Tamil Nadu,South,21-03-2020 0.00,327.2,,,,
Tamil Nadu,South,22-03-2020 0.00,245.5,,,,
Tamil Nadu,South,23-03-2020 0.00,247,,,,
Tamil Nadu,South,24-03-2020 0.00,235.1,,,,
Tamil Nadu,South,25-03-2020 0.00,237.5,,,,
Tamil Nadu,South,26-03-2020 0.00,224.4,,,,
Tamil Nadu,South,27-03-2020 0.00,207.8,,,,
Tamil Nadu,South,28-03-2020 0.00,222.7,,,,
Tamil Nadu,South,29-03-2020 0.00,264.6,,,,
Tamil Nadu,South,30-03-2020 0.00,283.1,,,,
Tamil Nadu,South,31-03-2020 0.00,295.3,,,,
Tamil Nadu,South,01-04-2020 0.00,295,,,,
Tamil Nadu,South,02-04-2020 0.00,289.9,,,,
Tamil Nadu,South,03-04-2020 0.00,281.2,,,,
Tamil Nadu,South,04-04-2020 0.00,262.4,,,,
Tamil Nadu,South,05-04-2020 0.00,334.5,,,,
Tamil Nadu,South,13-04-2020 0.00,343.9,,,,
Tamil Nadu,South,14-04-2020 0.00,344.3,,,,
Tamil Nadu,South,15-04-2020 0.00,347.7,,,,
Tamil Nadu,South,16-04-2020 0.00,349,,,,
Tamil Nadu,South,17-04-2020 0.00,344.7,,,,
Tamil Nadu,South,18-04-2020 0.00,319.5,,,,
Tamil Nadu,South,19-04-2020 0.00,296.5,,,,
Tamil Nadu,South,20-04-2020 0.00,303.4,,,,
Tamil Nadu,South,21-04-2020 0.00,310.3,,,,
Tamil Nadu,South,22-04-2020 0.00,311.4,,,,
Tamil Nadu,South,23-04-2020 0.00,318.9,,,,
Tamil Nadu,South,24-04-2020 0.00,313.6,,,,
Tamil Nadu,South,25-04-2020 0.00,291,,,,
Tamil Nadu,South,26-04-2020 0.00,328.4,,,,
Tamil Nadu,South,27-04-2020 0.00,343.5,,,,
Tamil Nadu,South,28-04-2020 0.00,324.2,,,,
Tamil Nadu,South,29-04-2020 0.00,331.6,,,,
Tamil Nadu,South,30-04-2020 0.00,339.9,,,,
Tamil Nadu,South,01-05-2020 0.00,337.3,,,,
Tamil Nadu,South,02-05-2020 0.00,312,,,,
Tamil Nadu,South,03-05-2020 0.00,250,,,,
Tamil Nadu,South,04-05-2020 0.00,263.3,,,,
Tamil Nadu,South,05-05-2020 0.00,271.8,,,,
Tamil Nadu,South,13-05-2020 0.00,279.6,,,,
Tamil Nadu,South,14-05-2020 0.00,281.7,,,,
Tamil Nadu,South,15-05-2020 0.00,288.1,,,,
Tamil Nadu,South,16-05-2020 0.00,292.4,,,,
Tamil Nadu,South,17-05-2020 0.00,298.9,,,,
Tamil Nadu,South,18-05-2020 0.00,311.3,,,,
Tamil Nadu,South,19-05-2020 0.00,311,,,,
Tamil Nadu,South,20-05-2020 0.00,312.9,,,,
Tamil Nadu,South,21-05-2020 0.00,314.7,,,,
Tamil Nadu,South,22-05-2020 0.00,314.6,,,,
Tamil Nadu,South,23-05-2020 0.00,295.9,,,,
Tamil Nadu,South,01-06-2020 0.00,230.6,,,,
Tamil Nadu,South,02-06-2020 0.00,242.5,,,,
Tamil Nadu,South,03-06-2020 0.00,251.7,,,,
Tamil Nadu,South,04-06-2020 0.00,254.2,,,,
Tamil Nadu,South,05-06-2020 0.00,257.7,,,,
Tamil Nadu,South,01-07-2020 0.00,250.4,,,,
Tamil Nadu,South,02-07-2020 0.00,229,,,,
Tamil Nadu,South,03-07-2020 0.00,276.8,,,,
Tamil Nadu,South,04-07-2020 0.00,286.3,,,,
Tamil Nadu,South,05-07-2020 0.00,291.3,,,,
Tamil Nadu,South,01-08-2020 0.00,296.9,,,,
Tamil Nadu,South,02-08-2020 0.00,303.7,,,,
Tamil Nadu,South,03-08-2020 0.00,307.3,,,,
Tamil Nadu,South,04-08-2020 0.00,290.2,,,,
Tamil Nadu,South,05-08-2020 0.00,323,,,,
Tamil Nadu,South,01-09-2020 0.00,334,,,,
Tamil Nadu,South,02-09-2020 0.00,337.3,,,,
Tamil Nadu,South,03-09-2020 0.00,336.3,,,,
Tamil Nadu,South,04-09-2020 0.00,339.7,,,,
Tamil Nadu,South,05-09-2020 0.00,332.2,,,,
Tamil Nadu,South,01-10-2020 0.00,309.7,,,,
Tamil Nadu,South,02-10-2020 0.00,334.9,,,,
Tamil Nadu,South,03-10-2020 0.00,339.7,,,,
Tamil Nadu,South,04-10-2020 0.00,342.8,,,,
Tamil Nadu,South,05-10-2020 0.00,346.7,,,,
Tamil Nadu,South,01-11-2020 0.00,347.2,,,,
Tamil Nadu,South,02-11-2020 0.00,336.3,,,,
Tamil Nadu,South,03-11-2020 0.00,317.2,,,,
Tamil Nadu,South,04-11-2020 0.00,342.7,,,,
Tamil Nadu,South,05-11-2020 0.00,350.4,,,,
Tamil Nadu,South,01-12-2020 0.00,357.3,,,,
Tamil Nadu,South,02-12-2020 0.00,356.9,,,,
Tamil Nadu,South,03-12-2020 0.00,355.1,,,,
Tamil Nadu,South,04-12-2020 0.00,353.5,,,,
Tamil Nadu,South,05-12-2020 0.00,323.7,,,,
Telangana,South,02-01-2019 0.00,204.2,,,,
Telangana,South,03-01-2019 0.00,204.5,,,,
Telangana,South,04-01-2019 0.00,201.2,,,,
Telangana,South,05-01-2019 0.00,201.7,,,,
Telangana,South,06-01-2019 0.00,194.9,,,,
Telangana,South,07-01-2019 0.00,191.9,,,,
Telangana,South,08-01-2019 0.00,190.8,,,,
Telangana,South,09-01-2019 0.00,167.5,,,,
Telangana,South,10-01-2019 0.00,173.4,,,,
Telangana,South,11-01-2019 0.00,166.7,,,,
Telangana,South,12-01-2019 0.00,173.2,,,,
Telangana,South,13-01-2019 0.00,176.9,,,,
Telangana,South,14-01-2019 0.00,177,,,,
Telangana,South,15-01-2019 0.00,174.3,,,,
Telangana,South,16-01-2019 0.00,161.3,,,,
Telangana,South,17-01-2019 0.00,156.5,,,,
Telangana,South,18-01-2019 0.00,169.4,,,,
Telangana,South,19-01-2019 0.00,171.8,,,,
Telangana,South,20-01-2019 0.00,152,,,,
Telangana,South,21-01-2019 0.00,144.5,,,,
Telangana,South,22-01-2019 0.00,150.3,,,,
Telangana,South,23-01-2019 0.00,175,,,,
Telangana,South,24-01-2019 0.00,177.3,,,,
Telangana,South,25-01-2019 0.00,160.9,,,,
Telangana,South,26-01-2019 0.00,165.2,,,,
Telangana,South,27-01-2019 0.00,168.4,,,,
Telangana,South,28-01-2019 0.00,168.8,,,,
Telangana,South,29-01-2019 0.00,163,,,,
Telangana,South,30-01-2019 0.00,206.5,,,,
Telangana,South,31-01-2019 0.00,203.2,,,,
Telangana,South,02-02-2019 0.00,204.8,,,,
Telangana,South,03-02-2019 0.00,200.5,,,,
Telangana,South,04-02-2019 0.00,202.4,,,,
Telangana,South,05-02-2019 0.00,194,,,,
Telangana,South,06-02-2019 0.00,189.8,,,,
Telangana,South,07-02-2019 0.00,144.5,,,,
Telangana,South,08-02-2019 0.00,145.3,,,,
Telangana,South,09-02-2019 0.00,145.8,,,,
Telangana,South,10-02-2019 0.00,148.6,,,,
Telangana,South,11-02-2019 0.00,150.8,,,,
Telangana,South,12-02-2019 0.00,150.5,,,,
Telangana,South,13-02-2019 0.00,147.6,,,,
Telangana,South,14-02-2019 0.00,141.7,,,,
Telangana,South,15-02-2019 0.00,157,,,,
Telangana,South,16-02-2019 0.00,162.6,,,,
Telangana,South,17-02-2019 0.00,166.8,,,,
Telangana,South,18-02-2019 0.00,167.8,,,,
Telangana,South,19-02-2019 0.00,169.7,,,,
Telangana,South,20-02-2019 0.00,172.1,,,,
Telangana,South,21-02-2019 0.00,176,,,,
Telangana,South,22-02-2019 0.00,181.8,,,,
Telangana,South,23-02-2019 0.00,186.6,,,,
Telangana,South,24-02-2019 0.00,177.5,,,,
Telangana,South,25-02-2019 0.00,181.2,,,,
Telangana,South,26-02-2019 0.00,170.9,,,,
Telangana,South,27-02-2019 0.00,167,,,,
Telangana,South,28-02-2019 0.00,215,,,,
Telangana,South,02-03-2019 0.00,218.5,,,,
Telangana,South,03-03-2019 0.00,219.7,,,,
Telangana,South,04-03-2019 0.00,219.4,,,,
Telangana,South,05-03-2019 0.00,224.4,,,,
Telangana,South,06-03-2019 0.00,210.8,,,,
Telangana,South,07-03-2019 0.00,204.6,,,,
Telangana,South,08-03-2019 0.00,218.1,,,,
Telangana,South,09-03-2019 0.00,225.4,,,,
Telangana,South,10-03-2019 0.00,235.2,,,,
Telangana,South,11-03-2019 0.00,241.7,,,,
Telangana,South,12-03-2019 0.00,239.4,,,,
Telangana,South,13-03-2019 0.00,205.2,,,,
Telangana,South,14-03-2019 0.00,170.6,,,,
Telangana,South,15-03-2019 0.00,140,,,,
Telangana,South,16-03-2019 0.00,137,,,,
Telangana,South,17-03-2019 0.00,131.8,,,,
Telangana,South,18-03-2019 0.00,130.5,,,,
Telangana,South,19-03-2019 0.00,140.2,,,,
Telangana,South,20-03-2019 0.00,133.8,,,,
Telangana,South,21-03-2019 0.00,137,,,,
Telangana,South,22-03-2019 0.00,178.7,,,,
Telangana,South,23-03-2019 0.00,180.8,,,,
Telangana,South,24-03-2019 0.00,170.8,,,,
Telangana,South,25-03-2019 0.00,169,,,,
Telangana,South,26-03-2019 0.00,168.6,,,,
Telangana,South,27-03-2019 0.00,167.3,,,,
Telangana,South,28-03-2019 0.00,159.2,,,,
Telangana,South,29-03-2019 0.00,223.9,,,,
Telangana,South,30-03-2019 0.00,229.2,,,,
Telangana,South,31-03-2019 0.00,226.8,,,,
Telangana,South,02-04-2019 0.00,225.6,,,,
Telangana,South,03-04-2019 0.00,227.8,,,,
Telangana,South,04-04-2019 0.00,229.1,,,,
Telangana,South,05-04-2019 0.00,219.1,,,,
Telangana,South,06-04-2019 0.00,217.3,,,,
Telangana,South,07-04-2019 0.00,218.5,,,,
Telangana,South,08-04-2019 0.00,219.5,,,,
Telangana,South,09-04-2019 0.00,215.5,,,,
Telangana,South,10-04-2019 0.00,218.9,,,,
Telangana,South,11-04-2019 0.00,214.6,,,,
Telangana,South,12-04-2019 0.00,218.4,,,,
Telangana,South,13-04-2019 0.00,151.8,,,,
Telangana,South,14-04-2019 0.00,156.6,,,,
Telangana,South,15-04-2019 0.00,162.2,,,,
Telangana,South,16-04-2019 0.00,165.6,,,,
Telangana,South,17-04-2019 0.00,163.5,,,,
Telangana,South,18-04-2019 0.00,147,,,,
Telangana,South,19-04-2019 0.00,136.3,,,,
Telangana,South,20-04-2019 0.00,255.1,,,,
Telangana,South,21-04-2019 0.00,255.2,,,,
Telangana,South,22-04-2019 0.00,253.3,,,,
Telangana,South,23-04-2019 0.00,249.7,,,,
Telangana,South,24-04-2019 0.00,254,,,,
Telangana,South,25-04-2019 0.00,255.9,,,,
Telangana,South,26-04-2019 0.00,247.7,,,,
Telangana,South,27-04-2019 0.00,218.6,,,,
Telangana,South,28-04-2019 0.00,223.4,,,,
Telangana,South,29-04-2019 0.00,225.7,,,,
Telangana,South,30-04-2019 0.00,222.7,,,,
Telangana,South,02-05-2019 0.00,225.7,,,,
Telangana,South,03-05-2019 0.00,208.3,,,,
Telangana,South,04-05-2019 0.00,204.8,,,,
Telangana,South,05-05-2019 0.00,179.5,,,,
Telangana,South,06-05-2019 0.00,169.4,,,,
Telangana,South,07-05-2019 0.00,153.7,,,,
Telangana,South,08-05-2019 0.00,154.1,,,,
Telangana,South,09-05-2019 0.00,148.7,,,,
Telangana,South,10-05-2019 0.00,160.2,,,,
Telangana,South,11-05-2019 0.00,166.3,,,,
Telangana,South,12-05-2019 0.00,184.1,,,,
Telangana,South,13-05-2019 0.00,191.1,,,,
Telangana,South,14-05-2019 0.00,198.7,,,,
Telangana,South,15-05-2019 0.00,199,,,,
Telangana,South,16-05-2019 0.00,174.1,,,,
Telangana,South,17-05-2019 0.00,167.8,,,,
Telangana,South,18-05-2019 0.00,161.1,,,,
Telangana,South,19-05-2019 0.00,161.6,,,,
Telangana,South,20-05-2019 0.00,164.1,,,,
Telangana,South,21-05-2019 0.00,171.1,,,,
Telangana,South,22-05-2019 0.00,176,,,,
Telangana,South,23-05-2019 0.00,176.9,,,,
Telangana,South,24-05-2019 0.00,176.9,,,,
Telangana,South,25-05-2019 0.00,171.1,,,,
Telangana,South,26-05-2019 0.00,219.7,,,,
Telangana,South,27-05-2019 0.00,224.9,,,,
Telangana,South,28-05-2019 0.00,210.7,,,,
Telangana,South,29-05-2019 0.00,207.4,,,,
Telangana,South,30-05-2019 0.00,202.5,,,,
Telangana,South,31-05-2019 0.00,202.7,,,,
Telangana,South,02-06-2019 0.00,208.6,,,,
Telangana,South,03-06-2019 0.00,143.2,,,,
Telangana,South,04-06-2019 0.00,146.8,,,,
Telangana,South,05-06-2019 0.00,146.2,,,,
Telangana,South,06-06-2019 0.00,145.2,,,,
Telangana,South,07-06-2019 0.00,149.4,,,,
Telangana,South,08-06-2019 0.00,149.4,,,,
Telangana,South,09-06-2019 0.00,141.9,,,,
Telangana,South,10-06-2019 0.00,181.9,,,,
Telangana,South,11-06-2019 0.00,184.4,,,,
Telangana,South,12-06-2019 0.00,185.8,,,,
Telangana,South,13-06-2019 0.00,184,,,,
Telangana,South,14-06-2019 0.00,176.9,,,,
Telangana,South,15-06-2019 0.00,157.7,,,,
Telangana,South,16-06-2019 0.00,140.1,,,,
Telangana,South,17-06-2019 0.00,172.2,,,,
Telangana,South,18-06-2019 0.00,173,,,,
Telangana,South,19-06-2019 0.00,171.3,,,,
Telangana,South,20-06-2019 0.00,175.1,,,,
Telangana,South,21-06-2019 0.00,172.5,,,,
Telangana,South,22-06-2019 0.00,172.6,,,,
Telangana,South,23-06-2019 0.00,171.1,,,,
Telangana,South,24-06-2019 0.00,211.8,,,,
Telangana,South,25-06-2019 0.00,216.6,,,,
Telangana,South,26-06-2019 0.00,216.3,,,,
Telangana,South,27-06-2019 0.00,218.9,,,,
Telangana,South,28-06-2019 0.00,217.2,,,,
Telangana,South,29-06-2019 0.00,213.6,,,,
Telangana,South,30-06-2019 0.00,208,,,,
Telangana,South,01-07-2019 0.00,217.8,,,,
Telangana,South,02-07-2019 0.00,217.9,,,,
Telangana,South,03-07-2019 0.00,217.8,,,,
Telangana,South,04-07-2019 0.00,204.2,,,,
Telangana,South,05-07-2019 0.00,193.4,,,,
Telangana,South,06-07-2019 0.00,210.6,,,,
Telangana,South,07-07-2019 0.00,212.1,,,,
Telangana,South,08-07-2019 0.00,143.8,,,,
Telangana,South,08-07-2019 0.00,145.1,,,,
Telangana,South,09-07-2019 0.00,142.9,,,,
Telangana,South,09-07-2019 0.00,142.4,,,,
Telangana,South,10-07-2019 0.00,144.9,,,,
Telangana,South,10-07-2019 0.00,146,,,,
Telangana,South,11-07-2019 0.00,140.9,,,,
Telangana,South,11-07-2019 0.00,191.5,,,,
Telangana,South,12-07-2019 0.00,190.6,,,,
Telangana,South,12-07-2019 0.00,194.8,,,,
Telangana,South,13-07-2019 0.00,197.2,,,,
Telangana,South,14-07-2019 0.00,190.4,,,,
Telangana,South,15-07-2019 0.00,177.5,,,,
Telangana,South,16-07-2019 0.00,174,,,,
Telangana,South,17-07-2019 0.00,225.2,,,,
Telangana,South,18-07-2019 0.00,229.8,,,,
Telangana,South,19-07-2019 0.00,231.2,,,,
Telangana,South,20-07-2019 0.00,218,,,,
Telangana,South,21-07-2019 0.00,225.6,,,,
Telangana,South,22-07-2019 0.00,224.6,,,,
Telangana,South,23-07-2019 0.00,222,,,,
Telangana,South,24-07-2019 0.00,195.8,,,,
Telangana,South,25-07-2019 0.00,203.3,,,,
Telangana,South,26-07-2019 0.00,205.3,,,,
Telangana,South,27-07-2019 0.00,205.5,,,,
Telangana,South,28-07-2019 0.00,212.4,,,,
Telangana,South,29-07-2019 0.00,211.4,,,,
Telangana,South,30-07-2019 0.00,209.9,,,,
Telangana,South,31-07-2019 0.00,166.1,,,,
Telangana,South,01-08-2019 0.00,171,,,,
Telangana,South,02-08-2019 0.00,172.7,,,,
Telangana,South,03-08-2019 0.00,170.2,,,,
Telangana,South,04-08-2019 0.00,149.4,,,,
Telangana,South,05-08-2019 0.00,149.4,,,,
Telangana,South,06-08-2019 0.00,144.8,,,,
Telangana,South,08-08-2019 0.00,144.2,,,,
Telangana,South,09-08-2019 0.00,149.5,,,,
Telangana,South,10-08-2019 0.00,151.3,,,,
Telangana,South,11-08-2019 0.00,159.8,,,,
Telangana,South,12-08-2019 0.00,166.9,,,,
Telangana,South,13-08-2019 0.00,173.3,,,,
Telangana,South,14-08-2019 0.00,168.1,,,,
Telangana,South,15-08-2019 0.00,247.4,,,,
Telangana,South,16-08-2019 0.00,252.5,,,,
Telangana,South,17-08-2019 0.00,254.3,,,,
Telangana,South,18-08-2019 0.00,250.3,,,,
Telangana,South,19-08-2019 0.00,254.3,,,,
Telangana,South,20-08-2019 0.00,252.2,,,,
Telangana,South,21-08-2019 0.00,249.5,,,,
Telangana,South,22-08-2019 0.00,204.5,,,,
Telangana,South,23-08-2019 0.00,208.6,,,,
Telangana,South,24-08-2019 0.00,211.7,,,,
Telangana,South,25-08-2019 0.00,215.6,,,,
Telangana,South,26-08-2019 0.00,214.2,,,,
Telangana,South,27-08-2019 0.00,216.1,,,,
Telangana,South,28-08-2019 0.00,216.4,,,,
Telangana,South,29-08-2019 0.00,199.8,,,,
Telangana,South,30-08-2019 0.00,194.5,,,,
Telangana,South,31-08-2019 0.00,161.5,,,,
Telangana,South,01-09-2019 0.00,167.1,,,,
Telangana,South,02-09-2019 0.00,165.1,,,,
Telangana,South,03-09-2019 0.00,167,,,,
Telangana,South,04-09-2019 0.00,169.4,,,,
Telangana,South,05-09-2019 0.00,241.2,,,,
Telangana,South,06-09-2019 0.00,247.4,,,,
Telangana,South,08-09-2019 0.00,256.2,,,,
Telangana,South,09-09-2019 0.00,247.4,,,,
Telangana,South,10-09-2019 0.00,236.7,,,,
Telangana,South,11-09-2019 0.00,236.8,,,,
Telangana,South,12-09-2019 0.00,174.7,,,,
Telangana,South,13-09-2019 0.00,182.5,,,,
Telangana,South,14-09-2019 0.00,185.7,,,,
Telangana,South,15-09-2019 0.00,183.3,,,,
Telangana,South,16-09-2019 0.00,182,,,,
Telangana,South,17-09-2019 0.00,165.9,,,,
Telangana,South,18-09-2019 0.00,170.3,,,,
Telangana,South,19-09-2019 0.00,195.2,,,,
Telangana,South,20-09-2019 0.00,193.8,,,,
Telangana,South,21-09-2019 0.00,189,,,,
Telangana,South,22-09-2019 0.00,186.3,,,,
Telangana,South,23-09-2019 0.00,173.3,,,,
Telangana,South,24-09-2019 0.00,167.9,,,,
Telangana,South,25-09-2019 0.00,164.6,,,,
Telangana,South,26-09-2019 0.00,175.4,,,,
Telangana,South,27-09-2019 0.00,179.7,,,,
Telangana,South,28-09-2019 0.00,180.8,,,,
Telangana,South,29-09-2019 0.00,173.4,,,,
Telangana,South,30-09-2019 0.00,163.4,,,,
Telangana,South,01-10-2019 0.00,147.6,,,,
Telangana,South,02-10-2019 0.00,142.9,,,,
Telangana,South,03-10-2019 0.00,179.7,,,,
Telangana,South,04-10-2019 0.00,171.6,,,,
Telangana,South,05-10-2019 0.00,174,,,,
Telangana,South,06-10-2019 0.00,178.2,,,,
Telangana,South,08-10-2019 0.00,182.1,,,,
Telangana,South,09-10-2019 0.00,182.5,,,,
Telangana,South,10-10-2019 0.00,181.2,,,,
Telangana,South,11-10-2019 0.00,167.1,,,,
Telangana,South,12-10-2019 0.00,169.7,,,,
Telangana,South,13-10-2019 0.00,170.1,,,,
Telangana,South,14-10-2019 0.00,170.1,,,,
Telangana,South,15-10-2019 0.00,175.9,,,,
Telangana,South,16-10-2019 0.00,173.4,,,,
Telangana,South,17-10-2019 0.00,166.2,,,,
Telangana,South,18-10-2019 0.00,211,,,,
Telangana,South,19-10-2019 0.00,211.4,,,,
Telangana,South,20-10-2019 0.00,201.5,,,,
Telangana,South,21-10-2019 0.00,200.8,,,,
Telangana,South,22-10-2019 0.00,209.8,,,,
Telangana,South,23-10-2019 0.00,209.8,,,,
Telangana,South,24-10-2019 0.00,208.6,,,,
Telangana,South,25-10-2019 0.00,196.4,,,,
Telangana,South,26-10-2019 0.00,191.9,,,,
Telangana,South,27-10-2019 0.00,200.8,,,,
Telangana,South,28-10-2019 0.00,190.6,,,,
Telangana,South,29-10-2019 0.00,213.1,,,,
Telangana,South,30-10-2019 0.00,218.9,,,,
Telangana,South,31-10-2019 0.00,217,,,,
Telangana,South,01-11-2019 0.00,167.8,,,,
Telangana,South,02-11-2019 0.00,164.6,,,,
Telangana,South,03-11-2019 0.00,167.4,,,,
Telangana,South,04-11-2019 0.00,159.7,,,,
Telangana,South,05-11-2019 0.00,157.8,,,,
Telangana,South,06-11-2019 0.00,157.7,,,,
Telangana,South,08-11-2019 0.00,152.7,,,,
Telangana,South,09-11-2019 0.00,160.5,,,,
Telangana,South,10-11-2019 0.00,174.7,,,,
Telangana,South,11-11-2019 0.00,176.6,,,,
Telangana,South,12-11-2019 0.00,183.5,,,,
Telangana,South,13-11-2019 0.00,194,,,,
Telangana,South,14-11-2019 0.00,192.5,,,,
Telangana,South,15-11-2019 0.00,189.2,,,,
Telangana,South,16-11-2019 0.00,223.7,,,,
Telangana,South,17-11-2019 0.00,220.4,,,,
Telangana,South,18-11-2019 0.00,220.9,,,,
Telangana,South,19-11-2019 0.00,228,,,,
Telangana,South,20-11-2019 0.00,229.3,,,,
Telangana,South,21-11-2019 0.00,229.4,,,,
Telangana,South,22-11-2019 0.00,224.4,,,,
Telangana,South,23-11-2019 0.00,190.9,,,,
Telangana,South,24-11-2019 0.00,193.1,,,,
Telangana,South,25-11-2019 0.00,192.6,,,,
Telangana,South,26-11-2019 0.00,194.7,,,,
Telangana,South,27-11-2019 0.00,192.1,,,,
Telangana,South,28-11-2019 0.00,189.8,,,,
Telangana,South,29-11-2019 0.00,194.5,,,,
Telangana,South,30-11-2019 0.00,165.1,,,,
Telangana,South,01-12-2019 0.00,169.3,,,,
Telangana,South,02-12-2019 0.00,169.2,,,,
Telangana,South,03-12-2019 0.00,168.5,,,,
Telangana,South,04-12-2019 0.00,169.8,,,,
Telangana,South,05-12-2019 0.00,168.4,,,,
Telangana,South,06-12-2019 0.00,166.4,,,,
Telangana,South,08-12-2019 0.00,139.9,,,,
Telangana,South,09-12-2019 0.00,142.8,,,,
Telangana,South,10-12-2019 0.00,147.5,,,,
Telangana,South,11-12-2019 0.00,150.8,,,,
Telangana,South,12-12-2019 0.00,154.9,,,,
Telangana,South,13-12-2019 0.00,156.8,,,,
Telangana,South,14-12-2019 0.00,152.8,,,,
Telangana,South,15-12-2019 0.00,192.4,,,,
Telangana,South,16-12-2019 0.00,210.8,,,,
Telangana,South,17-12-2019 0.00,216.8,,,,
Telangana,South,18-12-2019 0.00,223,,,,
Telangana,South,19-12-2019 0.00,225.7,,,,
Telangana,South,20-12-2019 0.00,236.2,,,,
Telangana,South,21-12-2019 0.00,235.6,,,,
Telangana,South,22-12-2019 0.00,182.7,,,,
Telangana,South,23-12-2019 0.00,187.2,,,,
Telangana,South,24-12-2019 0.00,192.7,,,,
Telangana,South,25-12-2019 0.00,197.3,,,,
Telangana,South,26-12-2019 0.00,199.6,,,,
Telangana,South,27-12-2019 0.00,200.1,,,,
Telangana,South,28-12-2019 0.00,199.6,,,,
Telangana,South,29-12-2019 0.00,200.5,,,,
Telangana,South,30-12-2019 0.00,205.9,,,,
Telangana,South,31-12-2019 0.00,206.8,,,,
Telangana,South,01-01-2020 0.00,199.1,,,,
Telangana,South,02-01-2020 0.00,199.1,,,,
Telangana,South,03-01-2020 0.00,199.8,,,,
Telangana,South,04-01-2020 0.00,189.3,,,,
Telangana,South,05-01-2020 0.00,220.8,,,,
Telangana,South,13-01-2020 0.00,222.6,,,,
Telangana,South,14-01-2020 0.00,234.2,,,,
Telangana,South,15-01-2020 0.00,235.4,,,,
